,fruit_veg,meat_fish,milk,cereal,sugar,alcohol,fats,chicken,clothes,medical,travel,cell,fish,fuel,tutition,school
us,CUUR0000SAF113,CUUR0490SAF112,CUUR0000SEFJ01,CUUR0000SEFJ01,CUUS0000SEFR,CUUR0000SAF116,CUUR0000SEFS,CWUR0000SEFF,CWUR0000SAA,CWUS0000SAM,CWUS0000SAT,SUUR0000SAE,CUUR0000SEFG,CWUR0000SEHE,CUUR0000SEEB01,CUUR0000SEEB02
